file_name,column_name,description,data_type,units,allowed_values_or_range,missing_value_meaning,source_or_derivation
validation/sample_saved_fit_checks.csv,max_metric_absolute_difference,"Maximum numerical absolute discrepancy across five differently scaled metrics; a fingerprint diagnostic, not a physical distance",number,mixed source metric units,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/sample_saved_fit_checks.csv,nearest_saved_fit_row,Saved row minimizing maximum absolute numerical discrepancy across five metrics; not a proven generating-row link,integer,row index,1..10000,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/sample_saved_fit_checks.csv,nearest_row_max_metric_absolute_difference,Smallest five-metric max-absolute discrepancy over all saved rows; fingerprint diagnostic only,number,mixed source metric units,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/sample_saved_fit_checks.csv,any_saved_row_matches_all_5_metrics_4dp,At least one saved row matches all five replay metrics rounded to four decimals,boolean,,True|False,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/sample_saved_fit_checks.csv,status,"Provenance, execution or verification status; execution is not certification of historical agreement",string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
validation/sample_saved_fit_checks.csv,error,Exception type/message for a failed attempted fit; empty on execution success,string,,,No exclusion/warning/error for this row; unknown rationale is explicitly labelled.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
manifest.csv,file_name,Relative package filename or documented source-file pattern,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
manifest.csv,description,"Human-readable file, field, or metadata definition",string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
manifest.csv,role,Role of source or file in the archived workflow,string,,,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
manifest.csv,size_bytes,Exact size of the packaged file including compression if applicable,integer,bytes,>=0,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
manifest.csv,sha256,SHA-256 digest of packaged file bytes,string,,64 lowercase hexadecimal characters,Unknown/not recorded or not applicable; never zero. See description.,"See source_to_output_mapping.csv, config/conditions.json, and the indicated generating code in run_all.md."
data/raw/source_trials/*.tsv.gz,source_col_00,Signed probe position stored in source matrix; definitive coordinate units unconfirmed,number,source coordinate units,source values,Unknown/not recorded or not applicable; never zero. See description.,Original saved values preserved; source_manifest and source_id give provenance.
data/raw/source_trials/*.tsv.gz,source_col_01,Stimulus side code from source matrix; binary codes preserved without assigning left/right labels,number,code,source values,Unknown/not recorded or not applicable; never zero. See description.,Original saved values preserved; source_manifest and source_id give provenance.
data/raw/source_trials/*.tsv.gz,source_col_02,Participant response side code from source matrix; compared with source_col_01 to derive correct,number,code,source values,Unknown/not recorded or not applicable; never zero. See description.,Original saved values preserved; source_manifest and source_id give provenance.
data/raw/source_trials/*.tsv.gz,source_col_03,Unmodified raw numeric column; meaning was not established by the supplied analysis loader. Retained to avoid information loss.,number,unconfirmed,source values,Unknown/not recorded or not applicable; never zero. See description.,Original saved values preserved; source_manifest and source_id give provenance.
data/raw/source_trials/*.tsv.gz,source_col_04,Within-file staircase identifier used for grouping trials,number,code,source values,Unknown/not recorded or not applicable; never zero. See description.,Original saved values preserved; source_manifest and source_id give provenance.
data/raw/source_trials/*.tsv.gz,source_col_05,Unmodified raw numeric column; meaning was not established by the supplied analysis loader. Retained to avoid information loss.,number,unconfirmed,source values,Unknown/not recorded or not applicable; never zero. See description.,Original saved values preserved; source_manifest and source_id give provenance.
data/raw/source_trials/*.tsv.gz,source_col_06,Displayed probe intensity in source coordinates; used by operational contrast-normalization helper,number,source display intensity,source values,Unknown/not recorded or not applicable; never zero. See description.,Original saved values preserved; source_manifest and source_id give provenance.
data/raw/source_trials/*.tsv.gz,source_col_07,Unmodified raw numeric column; meaning was not established by the supplied analysis loader. Retained to avoid information loss.,number,unconfirmed,source values,Unknown/not recorded or not applicable; never zero. See description.,Original saved values preserved; source_manifest and source_id give provenance.
data/raw/source_trials/*.tsv.gz,source_col_08,Unmodified raw numeric column; meaning was not established by the supplied analysis loader. Retained to avoid information loss.,number,unconfirmed,source values,Unknown/not recorded or not applicable; never zero. See description.,Original saved values preserved; source_manifest and source_id give provenance.
data/raw/source_trials/*.tsv.gz,source_col_09,Unmodified raw numeric column; meaning was not established by the supplied analysis loader. Retained to avoid information loss.,number,unconfirmed,source values,Unknown/not recorded or not applicable; never zero. See description.,Original saved values preserved; source_manifest and source_id give provenance.
data/raw/source_trials/*.tsv.gz,source_col_10,Source correctTick/counter field read by supplied loader; not relabelled as binary correctness,number,source code/counter,source values,Unknown/not recorded or not applicable; never zero. See description.,Original saved values preserved; source_manifest and source_id give provenance.
data/raw/source_trials/*.tsv.gz,source_col_11,Unmodified raw numeric column; meaning was not established by the supplied analysis loader. Retained to avoid information loss.,number,unconfirmed,source values,Unknown/not recorded or not applicable; never zero. See description.,Original saved values preserved; source_manifest and source_id give provenance.
data/raw/source_trials/*.tsv.gz,source_col_12,Unmodified raw numeric column; meaning was not established by the supplied analysis loader. Retained to avoid information loss.,number,unconfirmed,source values,Unknown/not recorded or not applicable; never zero. See description.,Original saved values preserved; source_manifest and source_id give provenance.
